Subscriber Number,Zone,Meter type,Apr.23,Mai.23,Jun.23,Jul.23,Aug.23,Sep.23,Okt.23,Nov.23,Dez.23,Jan.24,Feb.24,Mär.24,Apr.24
13’113,1’135,Polish,40,40,40,40,40,40,40,40,40,40,40,40,40
13’163,1’035,Polish,10,10,10,10,12,20,10,26,10,10,30,30,5
13’174,1’035,Polish,12,15,15,12,12,12,10,11,10,10,10,15,15
13’209,1’035,Polish,0,0,0,0,3,2,10,13,10,10,5,5,15
13’227,1’135,Polish,14,22,22,8,5,40,0,9,3,5,22,47,4
13’232,1’135,factories,0,0,0,5,5,25,20,0,20,20,20,20,25
13’233,1’135,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
13’236,1’135,factories,20,20,20,20,20,20,20,20,20,20,20,20,20
13’239,1’135,Polish,11,15,15,5,9,19,24,28,30,30,30,30,30
13’240,1’135,factories,50,50,50,50,50,50,50,50,50,20,45,45,45
13’242,1’135,Polish,7,11,11,4,11,14,11,9,7,6,4,5,5
13’250,1’135,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
13’253,1’135,Polish,5,5,5,5,5,5,5,5,5,5,5,5,10
13’256,1’135,Polish,30,30,30,0,30,30,0,0,0,0,20,20,30
13’259,1’135,without a meter,20,20,20,20,20,20,20,20,20,20,20,20,20
13’260,1’135,without a meter,20,20,20,20,20,20,20,20,20,20,20,20,20
13’270,1’135,Polish,40,40,40,40,40,40,40,40,40,40,40,20,40
13’298,1’135,Polish,30,30,30,30,30,30,30,30,20,30,30,30,30
13’310,1’035,Polish,15,15,15,10,12,12,10,11,10,10,20,20,20
13’328,1’135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
13’329,1’135,Polish,40,40,40,40,40,40,40,40,40,40,40,40,40
13’380,1’135,factories,30,30,30,30,30,30,30,30,5,5,30,5,25
13’381,1’035,Polish,0,0,0,0,0,0,10,16,10,10,10,15,0
13’385,1’135,Polish,30,0,0,0,40,40,0,0,5,0,25,30,30
13’386,1’135,Polish,30,30,30,30,30,30,30,0,30,5,25,30,30
13’387,1’135,Polish,7,8,8,23,21,19,9,14,16,15,15,15,15
13’397,1’135,Polish,30,30,30,30,30,30,30,30,30,25,25,25,25
13’398,1’135,Polish,5,5,5,5,5,5,5,5,5,5,5,5,6
13’399,1’135,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
13’408,1’135,Polish,50,50,50,50,50,60,40,40,20,20,20,20,40
13’409,1’135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
13’411,1’135,without a meter,20,20,20,20,20,20,20,20,20,20,20,20,20
13’477,1’035,Polish,10,10,10,12,12,15,10,0,10,10,10,15,10
13’488,1’033,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
13’490,1’135,Polish,50,40,40,40,50,50,50,50,50,50,50,50,40
13’537,1’035,Polish,20,25,25,20,20,50,10,10,20,10,30,20,20
13’566,1’135,Polish,20,30,30,30,30,0,0,0,0,0,30,30,30
13’567,1’135,factories,0,0,0,0,0,0,0,0,0,0,0,0,0
13’669,1’234,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
13’683,1’035,Polish,30,30,30,30,30,30,10,30,30,10,0,1,5
13’705,1’234,Polish,50,50,50,50,50,50,50,50,50,50,50,50,30
13’742,1’134,Polish,30,10,10,10,15,15,15,15,15,15,15,15,15
13’760,1’035,Polish,10,10,10,10,10,12,10,11,10,10,10,15,20
13’776,1’046,Sphinx,30,20,20,30,20,25,25,20,30,30,25,25,15
13’796,1’035,Polish,10,30,30,20,20,20,10,11,10,10,10,10,20
13’823,1’035,Polish,0,0,0,0,0,0,0,0,0,0,30,25,4
13’824,1’134,Polish,20,10,10,10,10,10,10,15,15,15,15,15,15
13’852,1’034,Polish,30,30,30,30,30,30,30,30,20,20,20,20,10
13’868,1’035,Polish,8,8,8,8,8,10,10,13,10,10,10,10,0
13’869,1’035,Polish,20,24,24,27,21,25,10,12,10,10,30,30,10
13’888,1’135,Polish,5,5,5,5,5,5,5,5,5,5,5,5,6
13’889,1’135,Polish,20,20,20,20,20,20,40,40,40,40,40,40,40
13’893,1’035,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
13’942,1’035,Polish,12,15,15,20,15,20,10,20,0,20,20,20,20
13’985,1’035,Polish,8,10,10,10,10,10,10,12,20,10,10,10,5
13’986,1’135,Polish,50,50,50,50,50,50,50,0,25,25,40,40,45
14’032,1’034,Polish,20,20,20,20,20,15,15,15,15,20,24,25,15
14’038,1’134,Polish,15,10,10,15,15,15,15,15,15,15,15,15,15
14’048,1’035,Polish,10,12,12,12,12,10,10,0,10,10,10,13,5
14’056,1’034,Polish,30,60,60,60,10,10,10,10,10,24,30,30,10
14’090,1’034,Polish,20,20,20,20,20,20,30,30,30,30,30,30,10
14’106,1’134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
14’140,1’134,Polish,15,10,10,15,15,15,15,15,15,15,15,15,15
14’148,1’034,Polish,20,20,20,20,20,20,15,15,45,30,1,1,1
14’159,1’135,Polish,5,14,14,4,18,17,10,0,0,0,3,5,6
14’176,1’134,Polish,20,10,10,10,10,10,10,10,10,10,10,10,10
14’198,1’034,Polish,1,1,1,1,1,1,1,1,1,1,3,3,5
14’235,1’034,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
14’236,1’035,Polish,15,15,15,8,15,15,10,10,10,10,10,10,5
14’243,1’135,Polish,50,50,50,50,50,50,50,50,50,50,50,50,45
14’265,1’035,Polish,30,27,27,30,28,30,10,28,10,10,20,20,5
14’274,1’046,factories,0,0,0,0,0,0,0,0,0,0,10,0,0
14’304,1’035,Polish,0,0,0,0,12,12,10,0,20,0,10,15,5
14’410,1’035,Polish,20,20,20,20,18,18,10,13,10,10,10,10,5
14’471,1’134,Polish,0,10,10,0,0,0,0,0,0,0,0,0,0
14’472,1’134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
14’496,1’034,Polish,6,10,10,10,10,10,5,5,5,25,25,25,25
14’506,1’034,Polish,30,30,30,30,30,30,30,30,30,26,26,26,10
14’519,1’134,Polish,15,10,10,10,10,10,10,20,20,20,20,20,20
14’524,1’135,Polish,50,50,50,10,10,0,10,10,10,20,20,20,20
14’578,1’034,Polish,1,1,1,1,1,1,1,1,1,1,1,1,1
14’671,1’134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
14’743,1’134,Polish,5,10,10,5,5,5,10,20,20,20,20,20,20
14’744,1’034,Polish,20,20,20,20,20,20,20,20,20,20,20,20,15
14’746,1’134,factories,10,10,10,10,10,10,10,15,15,15,15,15,15
14’769,1’134,Polish,15,10,10,10,10,10,10,15,15,15,15,15,15
14’834,1’034,Polish,20,20,20,20,20,20,20,20,20,20,20,20,18
14’835,1’034,Polish,10,10,10,10,10,10,10,10,10,10,10,20,5
14’836,1’035,Polish,7,8,8,3,3,12,10,13,10,10,10,15,10
14’934,1’034,Polish,30,30,30,30,30,30,30,30,30,25,21,21,19
14’950,1’135,Polish,40,40,40,40,40,40,40,40,40,40,40,40,40
14’987,1’135,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
15’017,1’135,Polish,20,10,10,20,20,20,20,20,20,20,20,20,25
15’082,1’035,Polish,25,25,25,27,25,27,10,12,10,10,30,20,20
15’093,1’142,Polish,12,8,8,7,5,5,5,10,10,10,10,10,10
15’103,1’135,factories,30,30,30,30,30,30,30,30,30,30,30,30,30
15’133,1’135,factories,40,40,40,40,40,40,40,40,20,20,30,25,45
15’151,1’135,Polish,0,0,0,0,0,0,0,0,0,0,40,40,40
15’249,1’135,Polish,20,20,20,5,14,16,0,20,15,20,20,20,20
15’288,1’035,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
15’319,1’135,Polish,20,20,20,5,5,15,25,20,17,22,13,18,20
15’349,1’035,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
15’385,1’135,without a meter,20,20,20,20,20,20,20,20,20,20,20,20,20
15’433,1’035,Polish,12,15,15,18,15,18,10,11,10,10,10,15,0
15’483,1’035,Polish,10,15,15,10,12,15,10,10,10,10,15,15,5
15’503,1’135,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
15’587,1’135,Polish,5,5,5,5,60,40,90,16,14,25,25,20,20
15’642,1’135,Polish,30,30,30,30,30,30,30,30,0,0,30,30,30
15’651,1’135,Polish,0,0,0,0,0,0,0,0,0,0,50,50,60
15’715,1’035,Polish,15,20,20,15,15,15,10,14,10,10,20,20,20
15’718,1’034,Polish,1,1,1,1,1,1,1,1,1,9,9,9,10
15’719,1’035,Polish,0,2,2,0,5,6,10,12,10,10,0,0,5
15’737,1’135,Polish,30,30,30,30,30,30,30,0,30,5,25,30,30
15’775,1’035,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
15’779,1’034,Polish,30,30,30,30,7,7,25,25,25,1,1,1,10
15’803,1’035,Polish,30,30,30,30,30,30,10,11,10,10,10,10,5
15’812,1’135,factories,10,15,15,5,5,5,5,1,4,5,5,5,15
15’815,1’035,Polish,5,8,8,7,8,12,10,0,17,3,3,14,10
15’820,1’035,Polish,,,,,,,,,,,,,
15’841,1’035,Polish,25,24,24,28,27,28,10,14,10,10,10,15,5
15’843,1’035,Polish,,,,,,,,,,,,,
15’851,1’035,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
15’852,1’035,Polish,30,27,27,30,27,20,10,13,10,10,10,10,5
15’853,1’035,Polish,30,27,27,30,27,30,10,13,10,10,10,10,5
15’861,1’035,Polish,20,20,20,20,30,8,10,18,10,10,10,10,5
15’881,1’035,Polish,10,10,10,10,10,12,10,0,10,10,10,14,3
15’891,1’035,Polish,15,15,15,15,15,28,10,0,10,30,30,16,5
15’893,1’135,Polish,20,20,20,20,20,20,20,20,20,20,20,0,0
15’894,1’035,Polish,1,1,1,1,0,0,10,30,10,10,10,14,5
15’897,1’035,Polish,15,18,18,15,15,15,10,0,10,10,10,14,5
15’902,1’035,Polish,35,30,30,35,45,50,10,12,20,10,30,30,5
15’912,1’046,Polish,20,15,15,15,15,15,20,15,20,20,15,15,15
15’915,1’035,Polish,13,15,15,0,8,0,10,12,10,10,10,10,1
15’927,1’035,Polish,0,0,0,0,0,20,20,20,20,20,20,20,20
15’942,1’035,factories,10,15,15,10,10,12,10,11,10,10,10,10,5
15’955,1’035,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
15’957,1’035,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
16’016,1’046,Polish,25,20,20,25,20,20,25,20,20,20,20,20,15
16’084,1’135,Polish,0,0,0,0,365,0,0,0,0,0,25,30,30
16’105,1’035,Polish,0,0,0,0,0,0,10,4,10,10,10,15,5
16’107,1’035,Polish,33,31,31,20,10,15,10,11,10,10,10,10,5
16’122,1’035,Polish,10,13,13,12,15,10,10,11,0,10,10,10,5
16’131,1’035,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
16’140,1’135,Polish,30,30,30,30,30,30,30,30,30,5,5,15,25
16’141,1’035,Polish,20,20,20,12,15,15,10,13,1,10,10,0,14
16’149,1’135,Polish,20,20,20,20,20,20,20,20,40,40,40,40,40
16’153,1’135,Polish,30,30,30,30,30,30,30,30,25,5,5,5,6
16’213,1’135,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
16’216,1’135,Polish,50,50,50,50,50,50,50,50,50,50,50,50,55
16’224,1’035,Polish,20,15,15,5,15,20,10,10,10,10,10,10,15
16’230,1’135,Polish,30,30,30,30,30,30,30,30,5,25,30,30,30
16’270,1’135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
16’301,1’135,Polish,30,30,30,30,30,30,30,30,30,20,30,30,30
16’320,1’135,Polish,50,50,50,50,50,50,50,50,5,40,0,40,0
16’357,1’135,Polish,50,50,50,50,50,50,50,50,50,50,50,45,45
16’365,1’135,Polish,15,15,15,15,20,20,15,15,15,15,15,15,20
16’367,1’135,Polish,30,30,30,30,30,30,30,0,5,5,5,30,25
16’372,1’035,Polish,10,10,10,10,10,10,10,13,10,10,10,10,5
16’425,1’035,Polish,15,25,25,15,15,15,10,13,10,10,10,10,5
16’453,1’135,Polish,5,5,5,5,5,5,5,5,5,5,5,5,6
16’473,1’135,Polish,0,0,0,0,0,0,0,0,0,0,5,0,0
16’490,1’035,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
16’507,1’134,Polish,7,10,10,10,20,20,10,15,15,15,15,15,15
16’520,1’135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
16’742,1’035,Polish,28,27,27,28,28,28,10,10,10,10,25,25,60
16’794,1’135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
16’846,1’035,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
16’850,1’046,Polish,15,10,10,15,15,15,15,15,15,15,15,15,15
16’971,1’035,Polish,30,27,27,30,28,30,10,10,10,10,10,10,5
17’008,1’035,Polish,0,0,0,0,5,0,10,15,10,10,10,15,5
17’052,1’035,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
17’058,1’034,Polish,15,15,15,15,15,15,15,15,15,15,15,15,10
17’066,1’035,Polish,50,50,50,50,50,50,10,16,10,10,15,15,5
17’079,1’035,factories,8,8,8,0,5,0,10,13,10,10,10,15,10
17’081,1’035,Polish,10,20,20,20,12,20,10,12,10,10,10,15,5
17’100,1’035,Polish,20,18,18,25,27,28,10,21,10,10,10,15,5
17’101,1’035,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
17’113,1’035,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
17’114,1’135,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
17’129,1’046,Polish,30,20,20,30,20,20,25,25,30,30,25,20,15
17’161,1’135,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
17’220,1’135,Polish,40,40,40,40,40,40,40,40,40,40,40,40,40
17’254,1’035,Polish,20,25,25,20,20,24,10,12,20,10,30,30,30
17’280,1’035,Polish,20,15,15,12,15,15,10,12,10,10,10,10,20
17’288,1’135,Polish,0,0,0,30,30,30,30,0,30,5,25,30,30
17’295,1’035,Polish,28,25,25,28,30,28,10,27,10,10,10,15,5
17’296,1’035,Polish,18,18,18,12,15,18,10,23,10,10,10,15,5
17’309,1’035,Polish,30,27,27,30,30,30,10,26,10,10,10,15,5
17’311,1’134,Polish,15,10,10,20,20,20,20,20,20,20,20,20,20
17’315,1’035,Polish,28,28,28,30,28,28,10,28,10,10,10,15,5
17’328,1’134,Polish,15,10,10,10,10,10,10,15,15,15,15,15,15
17’329,1’134,Polish,20,10,10,20,20,20,20,20,20,20,20,20,20
17’331,1’035,Polish,15,12,12,20,12,15,10,0,13,10,10,15,5
17’332,1’035,Polish,15,15,15,15,15,18,10,0,6,10,10,15,5
17’335,1’134,Polish,14,10,10,10,10,10,10,10,10,10,10,10,10
17’341,1’034,Polish,20,20,20,20,20,20,20,20,20,20,5,20,10
17’347,1’134,Polish,4,10,10,10,10,10,10,15,15,15,15,15,15
17’365,1’134,Polish,25,10,10,15,15,15,15,15,15,15,15,15,15
17’373,1’035,Polish,10,15,15,12,15,12,10,0,10,10,10,15,4
17’374,1’035,Polish,10,10,10,8,8,10,10,0,10,10,10,12,5
17’375,1’035,Polish,5,2,2,15,10,18,10,20,10,10,10,15,5
17’377,1’035,Polish,0,0,0,12,15,8,10,14,10,0,10,15,5
17’378,1’035,Polish,2,10,10,8,10,10,10,12,20,10,10,5,5
17’382,1’134,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
17’385,1’035,Polish,18,20,20,27,15,24,10,30,10,10,10,17,5
17’401,1’134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
17’412,1’134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
17’414,1’134,Polish,15,10,10,0,0,0,0,0,0,10,10,20,20
17’415,1’134,Polish,9,10,10,10,10,10,10,15,15,15,15,15,15
17’427,1’035,Polish,4,10,10,10,10,10,10,10,10,10,10,10,0
17’443,1’035,Polish,23,24,24,27,24,25,10,11,10,10,10,10,20
17’451,1’131,Polish,15,10,10,10,15,20,0,5,10,10,10,10,0
17’454,1’135,Polish,5,5,5,5,20,40,80,80,80,60,80,80,6
17’464,1’134,Polish,15,10,10,10,10,10,10,15,15,15,15,15,15
17’470,1’035,Polish,12,15,15,10,10,10,10,14,10,10,10,5,25
17’478,1’134,Polish,10,10,10,0,0,0,0,0,0,0,0,0,0
17’500,1’035,Polish,10,10,10,28,28,28,10,28,10,10,10,15,5
17’515,1’234,Polish,50,50,50,10,10,10,10,30,30,30,30,30,20
17’519,1’134,Polish,15,10,10,10,10,10,10,15,15,15,15,15,15
17’521,1’135,Polish,60,50,50,50,50,60,60,60,60,60,50,60,50
17’529,1’034,Polish,30,30,30,30,5,5,30,30,30,30,15,15,10
17’543,1’035,Polish,25,20,20,15,20,15,10,13,10,10,10,15,5
17’574,1’034,Polish,1,1,1,1,0,0,0,0,0,0,1,1,1
17’579,1’134,Polish,10,10,10,10,10,10,15,15,15,15,15,15,15
17’581,1’034,Polish,5,5,5,5,5,5,5,5,5,5,5,5,10
17’586,1’134,Polish,15,10,10,10,10,10,10,10,10,10,10,10,10
17’587,1’134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
17’595,1’046,Polish,0,0,0,0,0,0,0,0,10,10,10,10,0
17’642,1’135,Polish,90,90,90,60,70,90,90,0,90,30,30,30,90
17’664,1’135,Polish,75,60,60,80,75,75,75,75,75,75,75,75,60
17’686,1’236,Polish,25,15,15,20,15,20,10,5,5,15,15,0,1
17’700,1’134,Polish,30,10,10,10,10,10,10,15,15,15,15,15,15
17’729,1’035,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
17’788,1’135,factories,20,20,20,20,30,30,30,30,5,0,25,5,25
17’822,1’135,Polish,60,40,40,60,50,50,50,50,50,50,50,50,60
17’869,1’134,Polish,20,10,10,10,10,10,10,10,10,10,10,10,20
17’889,1’035,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
17’909,1’035,Polish,,,,,0,20,0,0,0,0,0,0,0
18’027,1’134,Polish,9,10,10,10,10,10,10,15,15,15,15,15,15
18’116,1’135,Polish,30,0,0,0,0,0,0,0,0,0,30,30,30
18’166,1’135,Polish,50,60,60,60,60,60,0,60,60,60,60,60,60
18’170,1’035,Polish,30,30,30,30,30,30,10,10,10,10,10,10,15
18’191,1’134,Polish,9,10,10,10,22,22,22,25,25,25,25,25,25
18’253,1’035,Polish,,,,,,,,,,,,,
18’266,1’035,Polish,12,15,15,15,10,12,10,14,10,10,10,5,5
18’279,1’034,Polish,50,50,50,50,50,50,50,50,50,50,50,50,5
18’469,1’135,without a meter,20,20,20,20,20,20,20,20,20,20,20,20,20
18’497,1’135,Polish,5,5,5,5,5,5,5,5,5,5,5,5,10
18’588,1’035,Polish,13,12,12,8,8,10,10,10,10,10,10,15,10
18’710,1’035,Polish,20,24,24,27,24,10,10,10,10,10,10,15,5
18’711,1’035,Polish,20,20,20,15,11,24,10,14,10,10,5,15,5
18’723,1’035,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
18’741,1’134,Polish,10,10,10,10,10,10,20,20,20,20,20,20,20
18’742,1’035,Polish,15,18,18,20,20,20,10,11,10,10,10,10,5
18’749,1’035,Polish,0,0,0,0,0,10,10,12,10,10,10,5,5
18’752,1’134,Polish,5,10,10,5,10,10,10,10,10,10,10,10,10
18’753,1’134,Polish,20,10,10,15,10,10,10,15,15,15,15,15,15
18’757,1’035,Polish,25,10,10,28,22,12,10,10,10,0,10,15,5
18’768,1’035,Polish,2,4,4,8,5,8,10,12,10,10,10,15,5
18’771,1’034,Polish,10,1,1,1,1,1,1,1,1,1,1,1,1
18’788,1’035,Polish,0,2,2,5,10,8,10,0,10,10,10,15,5
18’789,1’035,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
18’793,1’035,Polish,15,12,12,12,12,10,10,0,10,1,1,2,5
18’799,1’135,Polish,0,0,0,25,5,5,5,5,5,5,5,5,6
18’867,1’035,Polish,1,2,2,4,5,8,10,13,5,5,15,15,5
18’882,1’134,Polish,30,10,10,30,30,30,30,30,30,30,30,30,30
18’884,1’035,Polish,20,20,20,15,25,25,10,25,10,10,10,10,5
18’885,1’035,Polish,2,2,2,1,1,2,10,12,10,10,10,10,5
18’933,1’035,Polish,10,10,10,10,10,15,10,14,5,3,0,0,5
18’990,1’034,Polish,30,30,30,30,30,30,30,30,30,30,30,30,10
18’996,1’035,Polish,13,12,12,8,10,15,10,11,10,10,10,5,20
19’023,1’035,Polish,15,20,20,15,12,15,10,12,10,10,30,30,5
19’088,1’134,Polish,10,10,10,20,20,20,30,60,60,60,60,60,20
19’133,1’234,Polish,30,30,30,30,30,30,30,30,30,30,30,30,20
19’209,1’034,Polish,20,20,20,20,20,20,20,20,20,20,20,20,10
19’214,1’034,Polish,15,15,15,15,15,15,15,15,15,15,15,15,20
19’291,1’035,Polish,,,,,,,,,,,,,
19’298,1’135,Polish,,,,,,,,,,,,,
19’326,1’035,Polish,10,15,15,8,15,20,10,11,20,10,30,20,5
19’429,1’135,Polish,42,40,40,60,18,12,60,0,40,30,20,60,60
19’451,1’134,Polish,30,10,10,10,20,20,20,20,20,20,20,20,20
19’457,1’035,Polish,25,20,20,25,20,35,10,15,10,10,10,15,5
19’464,1’234,Polish,20,20,20,20,0,1,1,30,30,40,40,40,30
19’536,1’035,Polish,10,10,10,8,8,8,10,12,10,10,10,0,0
19’537,1’035,Polish,10,10,10,8,8,8,10,14,10,10,10,0,0
19’556,1’046,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
19’558,1’046,Polish,0,10,10,10,10,5,0,10,13,13,10,1,10
19’567,1’035,Polish,30,28,28,30,28,28,10,20,10,10,15,15,9
19’575,1’035,Polish,50,35,35,40,55,75,10,26,10,10,10,15,5
19’588,1’134,Polish,9,10,10,10,10,10,10,17,17,17,17,17,17
19’597,1’034,Polish,1,1,1,1,1,1,1,1,1,1,1,1,2
19’600,1’035,Polish,12,15,15,12,12,15,10,15,10,10,10,10,5
19’603,1’035,Polish,23,20,20,28,25,35,10,13,10,10,10,15,5
19’618,1’134,Polish,20,10,10,10,15,15,15,15,15,15,15,15,15
19’637,1’034,Polish,20,20,20,20,20,20,20,20,20,20,20,20,10
19’640,1’035,Polish,15,15,15,12,15,18,10,13,10,10,10,5,15
19’755,1’035,Polish,0,0,0,0,0,0,0,28,10,10,15,15,5
19’759,1’134,Polish,20,10,10,15,15,15,15,15,15,15,15,15,15
19’793,1’134,Polish,4,10,10,10,10,10,10,10,10,10,10,10,10
19’812,1’134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
19’902,1’134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
19’903,1’134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
19’910,1’035,Polish,12,15,15,12,15,15,10,10,10,10,10,15,10
19’918,1’035,Polish,0,0,0,10,0,2,10,0,10,10,10,10,5
19’920,1’134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
19’931,1’035,Polish,10,8,8,8,5,10,10,0,10,10,0,15,5
19’952,1’134,Polish,20,10,10,20,20,20,20,30,30,30,30,30,30
19’954,1’035,Polish,30,27,27,30,30,0,10,24,10,10,10,15,5
19’957,1’134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
20’012,1’134,Polish,15,10,10,15,15,15,25,20,20,20,20,20,20
20’025,1’134,Polish,5,10,10,10,10,10,10,10,10,10,10,10,10
20’031,1’035,Polish,0,0,0,0,0,0,0,0,0,0,22,20,5
20’039,1’134,Polish,0,10,10,30,30,30,30,30,30,30,30,30,30
20’075,1’034,Polish,10,10,10,10,5,5,4,4,4,4,4,5,10
20’076,1’234,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
20’126,1’035,Polish,10,15,15,12,12,15,10,14,10,10,10,10,5
20’132,1’134,Polish,15,10,10,10,10,10,10,15,15,15,15,15,15
20’188,1’034,Polish,30,30,30,30,30,30,30,30,30,30,30,30,10
20’254,1’035,Polish,5,4,4,4,10,10,10,10,15,10,10,10,5
20’264,1’134,Polish,10,10,10,15,15,15,15,15,15,15,15,20,20
20’272,1’134,Polish,15,10,10,10,10,10,10,15,15,15,15,15,15
20’291,1’034,Polish,1,1,1,1,1,1,1,1,1,4,5,5,1
20’292,1’034,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
20’293,1’034,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
20’294,1’034,Polish,1,1,1,1,1,1,2,2,2,1,2,2,5
20’299,1’034,Polish,50,50,50,50,50,50,50,50,50,50,50,50,30
20’325,1’034,Polish,30,30,30,30,30,30,30,30,30,30,30,30,30
20’333,1’135,Polish,30,30,30,30,30,30,30,0,30,5,25,30,30
20’340,1’134,Polish,15,10,10,10,10,10,10,10,10,10,10,10,10
20’349,1’134,Polish,10,10,10,10,10,10,15,15,15,15,15,15,15
20’366,1’031,Polish,1,1,1,10,1,1,10,15,15,7,7,8,5
20’378,1’035,Polish,30,27,27,30,30,30,10,14,20,10,10,10,30
20’414,1’035,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
20’430,1’046,Polish,20,15,15,20,20,20,15,15,20,20,20,10,10
20’515,1’035,Polish,15,20,20,12,12,15,10,11,10,10,0,0,5
20’596,1’035,Polish,20,20,20,27,24,25,10,30,15,5,30,25,5
20’611,1’134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
20’694,1’034,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
20’752,1’034,Polish,11,11,11,11,13,13,12,12,12,1,5,5,10
20’758,1’035,Polish,2,4,4,0,2,0,10,11,10,10,10,10,5
20’762,1’035,Polish,25,25,25,40,35,45,10,15,10,10,10,15,5
20’793,1’134,Polish,10,10,10,10,10,10,10,15,15,15,15,15,15
20’844,1’035,Polish,24,12,12,20,20,12,10,11,20,10,30,30,5
20’877,1’046,Polish,25,15,15,20,20,25,25,25,0,0,30,25,20
20’967,1’134,Polish,15,10,10,10,10,10,10,15,15,15,15,15,15
20’978,1’034,Polish,20,20,20,20,20,20,20,20,20,20,20,20,10
20’990,1’034,Polish,50,50,50,50,50,50,5,5,5,5,35,35,5
21’007,1’035,factories,20,20,20,20,20,30,10,10,10,10,10,5,5
21’014,1’034,Polish,15,15,15,15,15,15,15,15,15,20,20,20,10
21’021,1’035,Polish,15,20,20,15,18,20,10,30,10,10,30,30,5
21’087,1’035,Polish,15,15,15,15,15,30,10,0,10,10,11,15,5
21’139,1’035,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
21’148,1’035,Polish,0,0,0,0,0,20,20,20,20,20,20,20,20
21’167,1’035,Polish,25,15,15,15,15,0,10,10,20,10,0,1,4
21’292,1’034,Polish,20,20,20,20,20,20,20,20,20,20,20,20,20
21’310,1’134,Polish,10,10,10,10,15,15,15,15,15,15,15,15,15
21’353,1’134,Polish,10,10,10,10,10,10,15,15,15,15,15,15,15
21’359,1’134,Polish,10,10,10,10,10,10,10,10,10,10,10,10,10
21’360,1’134,Polish,5,10,10,10,10,10,10,10,10,10,10,10,10
21’378,1’035,Polish,10,10,10,13,8,8,10,0,10,10,10,13,5
21’413,1’134,Polish,13,10,10,10,10,10,10,20,20,20,20,20,20
21’432,1’134,Polish,8,10,10,0,0,0,0,0,0,0,0,0,0
21’437,1’035,Polish,10,12,12,12,30,15,10,10,10,10,10,5,5
21’439,1’134,Polish,15,10,10,10,10,10,10,10,10,16,10,10,10
21’466,1’046,Polish,20,15,15,20,20,20,20,20,20,20,20,20,15
21’471,1’134,Polish,0,0,0,0,0,0,0,0,0,0,0,0,0
21’493,1’134,Polish,5,10,10,5,5,5,5,5,5,5,5,5,5
